age,education,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,default_yes,housing_yes,loan_yes,contact_telephone,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_nonexistent,poutcome_success
1.5767345298613968,1.0,0.10072764758317909,-0.822640845862991,0.19545824572219872,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7124637837036761,0.33171445521961634,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1.6750035565810986,4.0,-0.4783025283501662,-0.822640845862991,0.19545824572219872,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7124637837036761,0.33171445521961634,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.2903769778129363,4.0,-0.08021928239599131,-0.822640845862991,0.19545824572219872,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7124637837036761,0.33171445521961634,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0.00443010234616891,2.0,-0.4679627037799279,-0.822640845862991,0.19545824572219872,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7124637837036761,0.33171445521961634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1.5767345298613968,4.0,0.3385436126986602,-0.822640845862991,0.19545824572219872,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7124637837036761,0.33171445521961634,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0.49577523594467765,3.0,-0.22497682637932762,-0.822640845862991,0.19545824572219872,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7124637837036761,0.33171445521961634,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1.871541610020502,5.0,-0.5300016512013577,-0.822640845862991,0.19545824572219872,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7124637837036761,0.33171445521961634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0.10269912906587066,6.0,-0.1267484929620637,-0.822640845862991,0.19545824572219872,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7124637837036761,0.33171445521961634,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.567874325169059,5.0,0.7159472095123585,-0.822640845862991,0.19545824572219872,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7124637837036761,0.33171445521961634,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.4696052984493573,4.0,-0.9901238445769625,-0.822640845862991,0.19545824572219872,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7124637837036761,0.33171445521961634,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
