age,education,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,default_yes,housing_yes,loan_yes,contact_telephone,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_nonexistent,poutcome_success,contacted_before,campaign_intensity,has_loan_or_housing,y
0.0044301023461689,6.0,-0.1777425534209371,0.1954582457221987,-0.3495800118866609,0.8390428617320891,1.536219938537587,-0.2802924591804965,0.7724242964681681,0.8451820108641516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.567874325169059,6.0,-0.822640845862991,0.1954582457221987,-0.3495800118866609,-1.8981919933001128,-1.0585736691602332,-0.06421374444959,-1.3613627971989948,-1.2571285471521398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.174798218290252,4.0,-0.822640845862991,-5.132228380185991,9.751633554490253,-1.1979691234081546,0.5186876915775318,0.1086492273351346,-1.689992530619768,-2.191335016316716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
-0.3886460045326381,6.0,-0.822640845862991,0.1954582457221987,-0.3495800118866609,-0.1158065063024001,-0.6491421877857972,-0.3235082021266785,0.2304735080198748,0.3981469152490998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.2009681557855724,2.0,0.4671557390211168,0.1954582457221987,-0.3495800118866609,0.6480729881251913,0.7225396527681629,0.8865326003663986,0.7113106969197437,0.3317144552196163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7182370584523187,0.0,0
1.3801964764219934,4.0,-0.822640845862991,0.1954582457221987,-0.3495800118866609,-1.1979691234081546,-1.1795027986800926,-1.2310388039964868,-1.312933152273828,-0.94019035242815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.6923132893840811,6.0,-0.1777425534209371,0.1954582457221987,-0.3495800118866609,0.8390428617320891,1.536219938537587,-0.2802924591804965,0.7718477530762017,0.8451820108641516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0044301023461689,5.0,2.4018506163472786,0.1954582457221987,-0.3495800118866609,0.8390428617320891,-0.2276177934593901,0.95135621478567,0.774730470036033,0.8451820108641516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.6927687651701495,0.0,0
-1.174798218290252,3.0,0.4671557390211168,0.1954582457221987,1.670662701388722,-1.1979691234081546,-1.1795027986800926,-1.2310388039964868,-1.3308059974247826,-0.94019035242815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1749212803167542,0.0,0
-0.2903769778129363,2.0,0.4671557390211168,0.1954582457221987,-0.3495800118866609,-0.1158065063024001,-0.6491421877857972,-0.3235082021266785,0.3284858846541405,0.3981469152490998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7182370584523187,0.0,0
